Stemming,negasi
sudah selesai taman shopee terang gratis ga tau bayar pas di masukin keranjang bohong bikin dosa aja nih mending lapak lain bulsit,"['sudah', 'selesai', 'taman', 'shopee', 'terang', 'gratis', 'ga', 'tau', 'bayar', 'pas', 'di', 'masukin', 'keranjang', 'bohong', 'bikin', 'dosa', 'aja', 'nih', 'mending', 'lapak', 'lain', 'bulsit']"
sekarang saya turun lgi jadi bintang smpek saya dpet spaylater sma shopee pinjam mkasih knap sih skarang buka akun shopee jadi lelet gin buka apk lain aman saja,"['sekarang', 'saya', 'turun', 'lgi', 'jadi', 'bintang', 'smpek', 'saya', 'dpet', 'spaylater', 'sma', 'shopee', 'pinjam', 'mkasih', 'knap', 'sih', 'skarang', 'buka', 'akun', 'shopee', 'jadi', 'lelet', 'gin', 'buka', 'apk', 'lain', 'aman', 'saja']"
kecewa duit raib di akun istri saya saya lapor bahwa saya mau kena tipu dengan niat agar pihak shopee bisa bantu malah akun istri saya kena blok saldo shopee pay istri saya semua di rampok pihak shopee saran saya hati kalian klo mo isi saldo di shoppe mending klo ko belanja bayar langsung ke indomaret atau alfamart jangan pernah top up alias isi saldo nanti nasib kita sama anda mau,"['kecewa', 'duit', 'raib', 'di', 'akun', 'istri', 'saya', 'saya', 'lapor', 'bahwa', 'saya', 'mau', 'kena', 'tipu', 'dengan', 'niat', 'agar', 'pihak', 'shopee', 'bisa', 'bantu', 'malah', 'akun', 'istri', 'saya', 'kena', 'blok', 'saldo', 'shopee', 'pay', 'istri', 'saya', 'semua', 'di', 'rampok', 'pihak', 'shopee', 'saran', 'saya', 'hati', 'kalian', 'klo', 'mo', 'isi', 'saldo', 'di', 'shoppe', 'mending', 'klo', 'ko', 'belanja', 'bayar', 'langsung', 'ke', 'indomaret', 'atau', 'alfamart', 'tidak_pernah', 'top', 'up', 'alias', 'isi', 'saldo', 'nanti', 'nasib', 'kita', 'sama', 'anda', 'mau']"
hai admin saya bagai seller kecewa karena makin hari bukan malah makin baik tapi performa makin turun telah di update masalah mulai dari kode otp gak masuk isi jasa ongkir gagal terus beri solusi yang cuma itu aja hapus cache restart hp blablabla dan gaada hasil dll jadi gabisa jual tolong baik lagi dari pada yang pake shopee pindah ke lain hati kalau udah baik bakal kasih bintang lagi,"['hai', 'admin', 'saya', 'bagai', 'seller', 'kecewa', 'karena', 'makin', 'hari', 'tidak_malah', 'makin', 'baik', 'tapi', 'performa', 'makin', 'turun', 'telah', 'di', 'update', 'masalah', 'mulai', 'dari', 'kode', 'otp', 'tidak_masuk', 'isi', 'jasa', 'ongkir', 'gagal', 'terus', 'beri', 'solusi', 'yang', 'cuma', 'itu', 'aja', 'hapus', 'cache', 'restart', 'hp', 'blablabla', 'dan', 'gaada', 'hasil', 'dll', 'jadi', 'gabisa', 'jual', 'tolong', 'baik', 'lagi', 'dari', 'pada', 'yang', 'pake', 'shopee', 'pindah', 'ke', 'lain', 'hati', 'kalau', 'udah', 'baik', 'bakal', 'kasih', 'bintang', 'lagi']"
market lintah ne iklan rb ga ad pun order masuk yang bner aja ini market tai bner ne rusak ukm,"['market', 'lintah', 'ne', 'iklan', 'rb', 'ga', 'ad', 'pun', 'order', 'masuk', 'yang', 'bner', 'aja', 'ini', 'market', 'tai', 'bner', 'ne', 'rusak', 'ukm']"
biyaya tangan gila gila asu jadi  ngebunuh dropship kenapa matiin dropship pdahal kan mau dropshiper mau bukan ga ngaruh lama semua beli bayar dan jual di bayar,"['biyaya', 'tangan', 'gila', 'gila', 'asu', 'jadi', '', 'ngebunuh', 'dropship', 'kenapa', 'matiin', 'dropship', 'pdahal', 'kan', 'mau', 'dropshiper', 'mau', 'tidak_ga', 'ngaruh', 'lama', 'semua', 'beli', 'bayar', 'dan', 'jual', 'di', 'bayar']"
dulu voucher ongkir  cashback bisa guna bareng sekarang hanya pilih salah satu saja,"['dulu', 'voucher', 'ongkir', '', 'cashback', 'bisa', 'guna', 'bareng', 'sekarang', 'hanya', 'pilih', 'salah', 'satu', 'saja']"
loading saat buka menu lain seperti hisap rokok batang sampai habis lama banget,"['loading', 'saat', 'buka', 'menu', 'lain', 'seperti', 'hisap', 'rokok', 'batang', 'sampai', 'habis', 'lama', 'banget']"
pesan barang lama hari dan ada notifikasi bahwa paket sudah sampai di tangan saya tapi saya tidak sama sekali terima barang sebut kerabat dan orang dekat juga tidak tahu nya yang saya ragu pada akhir jadi lebih efektif bayar di tempat dari pada kirim via alfamart atau atm jika barang tidak sampai kalo sistem cod maka uang kita juga aman dan tidak perlu lalu cara rumit seperti bayar via alfamart atau atm sekali lagi saya sesal telah belanja di sini,"['pesan', 'barang', 'lama', 'hari', 'dan', 'ada', 'notifikasi', 'bahwa', 'paket', 'sudah', 'sampai', 'di', 'tangan', 'saya', 'tapi', 'saya', 'tidak_sama', 'sekali', 'terima', 'barang', 'sebut', 'kerabat', 'dan', 'orang', 'dekat', 'juga', 'tidak_tahu', 'nya', 'yang', 'saya', 'ragu', 'pada', 'akhir', 'jadi', 'lebih', 'efektif', 'bayar', 'di', 'tempat', 'dari', 'pada', 'kirim', 'via', 'alfamart', 'atau', 'atm', 'jika', 'barang', 'tidak_sampai', 'kalo', 'sistem', 'cod', 'maka', 'uang', 'kita', 'juga', 'aman', 'dan', 'tidak_perlu', 'lalu', 'cara', 'rumit', 'seperti', 'bayar', 'via', 'alfamart', 'atau', 'atm', 'sekali', 'lagi', 'saya', 'sesal', 'telah', 'belanja', 'di', 'sini']"
kecewa banget sekarang nggak bisa milih ekspedisi dah pindah commerce lain aja,"['kecewa', 'banget', 'sekarang', 'nggak', 'bisa', 'milih', 'ekspedisi', 'dah', 'pindah', 'commerce', 'lain', 'aja']"
saya udah download tapi tetep gabisa tiap udah mau mesen suruh masukin kode udah dimasukin tetep salah jadi males,"['saya', 'udah', 'download', 'tapi', 'tetep', 'gabisa', 'tiap', 'udah', 'mau', 'mesen', 'suruh', 'masukin', 'kode', 'udah', 'dimasukin', 'tetep', 'salah', 'jadi', 'males']"
kata ada bonus instal pertama mana bohong lo gua unistal aja,"['kata', 'ada', 'bonus', 'instal', 'pertama', 'mana', 'bohong', 'lo', 'gua', 'unistal', 'aja']"
kembali ekspedisi yg dulu kami rasa kecewa karna ongkir makin mahal,"['kembali', 'ekspedisi', 'yg', 'dulu', 'kami', 'rasa', 'kecewa', 'karna', 'ongkir', 'makin', 'mahal']"
kenapa saya tdk bisa login kode otp nya gk masuk trs aq coba lagy malah sistem alami ganguang mau nya aplikasi ni apa sih ngajak ribut apa gimana ni aplikasi,"['kenapa', 'saya', 'tdk', 'bisa', 'login', 'kode', 'otp', 'nya', 'gk', 'masuk', 'trs', 'aq', 'coba', 'lagy', 'malah', 'sistem', 'alami', 'ganguang', 'mau', 'nya', 'aplikasi', 'ni', 'apa', 'sih', 'ngajak', 'ribut', 'apa', 'gimana', 'ni', 'aplikasi']"
gak suka sama fitur baru shopee tentang jasa kirim mending balikin seperti yg dulu aja,"['tidak_suka', 'sama', 'fitur', 'baru', 'shopee', 'tentang', 'jasa', 'kirim', 'mending', 'balikin', 'seperti', 'yg', 'dulu', 'aja']"
ko shope tambak jelek aja gilir udh nemu barang mau di beli anda tidak bida tambak toko ini gmna sya mau beli tambah ga jelas aja ni shope udhmah gratis ongkir nya ga prnah ada,"['ko', 'shope', 'tambak', 'jelek', 'aja', 'gilir', 'udh', 'nemu', 'barang', 'mau', 'di', 'beli', 'anda', 'tidak_bida', 'tambak', 'toko', 'ini', 'gmna', 'sya', 'mau', 'beli', 'tambah', 'ga', 'jelas', 'aja', 'ni', 'shope', 'udhmah', 'gratis', 'ongkir', 'nya', 'ga', 'prnah', 'ada']"
kenapa kalau di pc bisa login tapi di aplikasi enggak bisa login selalu masalah jaring,"['kenapa', 'kalau', 'di', 'pc', 'bisa', 'login', 'tapi', 'di', 'aplikasi', 'enggak', 'bisa', 'login', 'selalu', 'masalah', 'jaring']"
pas nonton live klaim koin gagal terus padahal jaring bagus banget akan sulit guna,"['pas', 'nonton', 'live', 'klaim', 'koin', 'gagal', 'terus', 'padahal', 'jaring', 'bagus', 'banget', 'akan', 'sulit', 'guna']"
kembali hak kita untuk bisa pilih ekspedisi kirim jangan egois donks,"['kembali', 'hak', 'kita', 'untuk', 'bisa', 'pilih', 'ekspedisi', 'kirim', 'tidak_egois', 'donks']"
daftar sopee payleter gagal terus di undur trus an gagal tah hapa salah nya jadi malas udah,"['daftar', 'sopee', 'payleter', 'gagal', 'terus', 'di', 'undur', 'trus', 'an', 'gagal', 'tah', 'hapa', 'salah', 'nya', 'jadi', 'malas', 'udah']"
aplikasi maling bayar angsur kredit saya bulan belum masuk tapi di shopee bilang hasil coba komplain ke pihak cs chat saya selalu akhir dan ada yg jawab tp tidak muas maksutnya apa shopee ini tolong kembali hak orang,"['aplikasi', 'maling', 'bayar', 'angsur', 'kredit', 'saya', 'bulan', 'belum', 'masuk', 'tapi', 'di', 'shopee', 'bilang', 'hasil', 'coba', 'komplain', 'ke', 'pihak', 'cs', 'chat', 'saya', 'selalu', 'akhir', 'dan', 'ada', 'yg', 'jawab', 'tp', 'tidak_muas', 'maksutnya', 'apa', 'shopee', 'ini', 'tolong', 'kembali', 'hak', 'orang']"
sudah langgan tetapiketika jadi suatu masalah sangat kecewa dengan hasil selesai dari pihak shoopee kecewa banget,"['sudah', 'langgan', 'tetapiketika', 'jadi', 'suatu', 'masalah', 'sangat', 'kecewa', 'dengan', 'hasil', 'selesai', 'dari', 'pihak', 'shoopee', 'kecewa', 'banget']"
gaenak sekarang gabisa pilih ekspedisi sendiri padahal cuma  yg bisa andal cepat aman langgan ekspedisi yg lain pada gabut kali ya pada protes ke shopee sedikit order tolong kembali ekspedisi pilih sendiri,"['gaenak', 'sekarang', 'gabisa', 'pilih', 'ekspedisi', 'sendiri', 'padahal', 'cuma', '', 'yg', 'bisa', 'andal', 'cepat', 'aman', 'langgan', 'ekspedisi', 'yg', 'lain', 'pada', 'gabut', 'kali', 'ya', 'pada', 'protes', 'ke', 'shopee', 'sedikit', 'order', 'tolong', 'kembali', 'ekspedisi', 'pilih', 'sendiri']"
ada biaya sembunyi yang tidak transparan dan jumlah nya lebih besar daripada biaya admin dan itu langsung tagih ke tagih shopepay later tanpa konfirmasi dan pemberitahuan belum waspada ayo kita tinggal shopee,"['ada', 'biaya', 'sembunyi', 'yang', 'tidak_transparan', 'dan', 'jumlah', 'nya', 'lebih', 'besar', 'daripada', 'biaya', 'admin', 'dan', 'itu', 'langsung', 'tagih', 'ke', 'tagih', 'shopepay', 'later', 'tanpa', 'konfirmasi', 'dan', 'pemberitahuan', 'belum', 'waspada', 'ayo', 'kita', 'tinggal', 'shopee']"
server nya makin down dan bot nya banyak kalau flash sale pasti kalah sama bot dan emng gbs diharepin sih,"['server', 'nya', 'makin', 'down', 'dan', 'bot', 'nya', 'banyak', 'kalau', 'flash', 'sale', 'pasti', 'kalah', 'sama', 'bot', 'dan', 'emng', 'gbs', 'diharepin', 'sih']"
awal suka sekarang muak shope makin pelit vocher muluk kenapa kalau punya akun lebih dari yang penting kan banyak yang ndonlowd kamu shopee sumpah makin muak akuu kalau ken guna akun hanya sering kasih voucher biar nggak nyari nomor baru biar dapet voucher guna baru udah susah nyari nomor baru malah tulis voucher baca nih baca,"['awal', 'suka', 'sekarang', 'muak', 'shope', 'makin', 'pelit', 'vocher', 'muluk', 'kenapa', 'kalau', 'punya', 'akun', 'lebih', 'dari', 'yang', 'penting', 'kan', 'banyak', 'yang', 'ndonlowd', 'kamu', 'shopee', 'sumpah', 'makin', 'muak', 'akuu', 'kalau', 'ken', 'guna', 'akun', 'hanya', 'sering', 'kasih', 'voucher', 'biar', 'nggak', 'nyari', 'nomor', 'baru', 'biar', 'dapet', 'voucher', 'guna', 'baru', 'udah', 'susah', 'nyari', 'nomor', 'baru', 'malah', 'tulis', 'voucher', 'baca', 'nih', 'baca']"
akun saya tiba tiba blokir aku tidak ada laku langgar apa mana tanggung jawab,"['akun', 'saya', 'tiba', 'tiba', 'blokir', 'aku', 'tidak_ada', 'laku', 'langgar', 'apa', 'mana', 'tanggung', 'jawab']"
good job tp sayang saya blm dpt paylater pdhl sdh lama guna shopee,"['good', 'job', 'tp', 'sayang', 'saya', 'blm', 'dpt', 'paylater', 'pdhl', 'sdh', 'lama', 'guna', 'shopee']"
flash sale  flash voucher serba konyol saat flash sale harga yang tetap shopee sering kali malah lebih mahal dari harga jual toko tsb saat belum flash sale mulai karena itu saya saran cek dahulu harga di toko belum flash sale mulai yang paling buruk adalah flash voucher dari beli guna flash voucher batal toko dengan bagai alas dan bahkan yg kirim produk tidak ada yang sama dengan yang beli saling lempar salah mending tokopedia,"['flash', 'sale', '', 'flash', 'voucher', 'serba', 'konyol', 'saat', 'flash', 'sale', 'harga', 'yang', 'tetap', 'shopee', 'sering', 'kali', 'malah', 'lebih', 'mahal', 'dari', 'harga', 'jual', 'toko', 'tsb', 'saat', 'belum', 'flash', 'sale', 'mulai', 'karena', 'itu', 'saya', 'saran', 'cek', 'dahulu', 'harga', 'di', 'toko', 'belum', 'flash', 'sale', 'mulai', 'yang', 'paling', 'buruk', 'adalah', 'flash', 'voucher', 'dari', 'beli', 'guna', 'flash', 'voucher', 'batal', 'toko', 'dengan', 'bagai', 'alas', 'dan', 'bahkan', 'yg', 'kirim', 'produk', 'tidak_ada', 'yang', 'sama', 'dengan', 'yang', 'beli', 'saling', 'lempar', 'salah', 'mending', 'tokopedia']"
gimana si saya udah ngadu masalah di akun shopee saya tapi ga ada respon sama sekali adminnya ngapain makan gaji buta ya tuhan akun saya tidak bisa tambah ongkos kirim sudah saya hapus cache logout jaring ini itu hasil zonk tetap ga bisa buat ongkos kirim pliss dong tolong,"['gimana', 'si', 'saya', 'udah', 'ngadu', 'masalah', 'di', 'akun', 'shopee', 'saya', 'tapi', 'ga', 'ada', 'respon', 'sama', 'sekali', 'adminnya', 'ngapain', 'makan', 'gaji', 'buta', 'ya', 'tuhan', 'akun', 'saya', 'tidak_bisa', 'tambah', 'ongkos', 'kirim', 'sudah', 'saya', 'hapus', 'cache', 'logout', 'jaring', 'ini', 'itu', 'hasil', 'zonk', 'tetap', 'ga', 'bisa', 'buat', 'ongkos', 'kirim', 'pliss', 'dong', 'tolong']"
lucu gak bisa milih jasa kirim dan gak semua jasa kirim bagus uninstallshopee,"['lucu', 'tidak_bisa', 'milih', 'jasa', 'kirim', 'dan', 'tidak_semua', 'jasa', 'kirim', 'bagus', 'uninstallshopee']"
harga barang  rata mahal blm jg ongkirny pun mahal minta ampun di banding lazada jd malas blanja di shopi nol bintang harus semua ulas aplikasi ini kebanykan bintang jelek bangt terlalu mahal ongkir terlalu mahal produk yg di jual padhl kebanykan yg bekas jg mau bilang gratis preketek barang di naik lipat gratis dr mn gratis dr nenek moyang shopi lu,"['harga', 'barang', '', 'rata', 'mahal', 'blm', 'jg', 'ongkirny', 'pun', 'mahal', 'minta', 'ampun', 'di', 'banding', 'lazada', 'jd', 'malas', 'blanja', 'di', 'shopi', 'nol', 'bintang', 'harus', 'semua', 'ulas', 'aplikasi', 'ini', 'kebanykan', 'bintang', 'jelek', 'bangt', 'terlalu', 'mahal', 'ongkir', 'terlalu', 'mahal', 'produk', 'yg', 'di', 'jual', 'padhl', 'kebanykan', 'yg', 'bekas', 'jg', 'mau', 'bilang', 'gratis', 'preketek', 'barang', 'di', 'naik', 'lipat', 'gratis', 'dr', 'mn', 'gratis', 'dr', 'nenek', 'moyang', 'shopi', 'lu']"
aplikasi shopee berat lelet susah mau cari barang ga seperti aplikasi toko belah ringan gampang cari barang ga pake lama,"['aplikasi', 'shopee', 'berat', 'lelet', 'susah', 'mau', 'cari', 'barang', 'ga', 'seperti', 'aplikasi', 'toko', 'belah', 'ringan', 'gampang', 'cari', 'barang', 'ga', 'pake', 'lama']"
cukup buruk karna app cukup besar untuk data nya tambah tiap buka app lot banget,"['cukup', 'buruk', 'karna', 'app', 'cukup', 'besar', 'untuk', 'data', 'nya', 'tambah', 'tiap', 'buka', 'app', 'lot', 'banget']"
udah langgan banget sama shopee sampe tahun baru sekarang saya kecewa banget akun saya yg dulu gak bisa kembali lagi padahal saya sudah aju dan penuh semua syarat untuk atas akun dulu saya yg nomor telfon nya gak aktif lagi padahal di akun tsbt masih banyak saldo shopee pay dan belum sempet gua pake kecewwa sumpah,"['udah', 'langgan', 'banget', 'sama', 'shopee', 'sampe', 'tahun', 'baru', 'sekarang', 'saya', 'kecewa', 'banget', 'akun', 'saya', 'yg', 'dulu', 'tidak_bisa', 'kembali', 'lagi', 'padahal', 'saya', 'sudah', 'aju', 'dan', 'penuh', 'semua', 'syarat', 'untuk', 'atas', 'akun', 'dulu', 'saya', 'yg', 'nomor', 'telfon', 'nya', 'tidak_aktif', 'lagi', 'padahal', 'di', 'akun', 'tsbt', 'masih', 'banyak', 'saldo', 'shopee', 'pay', 'dan', 'belum', 'sempet', 'gua', 'pake', 'kecewwa', 'sumpah']"
buruk tidak bisa cod saat chekout padahal tera di kirim bisa hu,"['buruk', 'tidak_bisa', 'cod', 'saat', 'chekout', 'padahal', 'tera', 'di', 'kirim', 'bisa', 'hu']"
tetangga belah rumah bisa shopee cod kenapa aku bisa di menu pilih bayar bisa di klik,"['tetangga', 'belah', 'rumah', 'bisa', 'shopee', 'cod', 'kenapa', 'aku', 'bisa', 'di', 'menu', 'pilih', 'bayar', 'bisa', 'di', 'klik']"
biar bintang yang bicara payah isi ulang saldo shoope pay dari kemarin belum masuk aja,"['biar', 'bintang', 'yang', 'bicara', 'payah', 'isi', 'ulang', 'saldo', 'shoope', 'pay', 'dari', 'kemarin', 'belum', 'masuk', 'aja']"
shopee gak jelas di tiap event akhir ini di promosi in mana free ongkir minimal rp bla bla bla nyata kagak tetep aja kena ongkir misal betul dapet barang flash sale kalo ujung nya kena ongkir mah males hitung nya jadi mahal di ongkos ini tipu php ya gak kayak tahun lalu kalo promo free ongkir tuh beneran free berapa pun harga barang nya gak kena ongkir sekarang mah ah sudah mana cash back makin kecil ampun dah,"['shopee', 'tidak_jelas', 'di', 'tiap', 'event', 'akhir', 'ini', 'di', 'promosi', 'in', 'mana', 'free', 'ongkir', 'minimal', 'rp', 'bla', 'bla', 'bla', 'nyata', 'kagak', 'tetep', 'aja', 'kena', 'ongkir', 'misal', 'betul', 'dapet', 'barang', 'flash', 'sale', 'kalo', 'ujung', 'nya', 'kena', 'ongkir', 'mah', 'males', 'hitung', 'nya', 'jadi', 'mahal', 'di', 'ongkos', 'ini', 'tipu', 'php', 'ya', 'tidak_kayak', 'tahun', 'lalu', 'kalo', 'promo', 'free', 'ongkir', 'tuh', 'beneran', 'free', 'berapa', 'pun', 'harga', 'barang', 'nya', 'tidak_kena', 'ongkir', 'sekarang', 'mah', 'ah', 'sudah', 'mana', 'cash', 'back', 'makin', 'kecil', 'ampun', 'dah']"
khusus wilayah papua barat kabupaten sorong lurah mana saja yang dukung bayar cod,"['khusus', 'wilayah', 'papua', 'barat', 'kabupaten', 'sorong', 'lurah', 'mana', 'saja', 'yang', 'dukung', 'bayar', 'cod']"
makin lama makin pelit gratis ongkir kalo bisa yg biasa aja gk usah pake extra,"['makin', 'lama', 'makin', 'pelit', 'gratis', 'ongkir', 'kalo', 'bisa', 'yg', 'biasa', 'aja', 'gk', 'usah', 'pake', 'extra']"
baru mau download gk jadi deh lihat kbnykan yg udah download komentar negatif bintang,"['baru', 'mau', 'download', 'gk', 'jadi', 'deh', 'lihat', 'kbnykan', 'yg', 'udah', 'download', 'komentar', 'negatif', 'bintang']"
shopee gimana sih padahal saya baru belanja pakai shopee dan senang sekali karena shopee punya banyak promo tarik tapi pas saya mau checkout malah ada masalah error bagaimana sekarang saya tidak bisa belanja di shopee,"['shopee', 'gimana', 'sih', 'padahal', 'saya', 'baru', 'belanja', 'pakai', 'shopee', 'dan', 'senang', 'sekali', 'karena', 'shopee', 'punya', 'banyak', 'promo', 'tarik', 'tapi', 'pas', 'saya', 'mau', 'checkout', 'malah', 'ada', 'masalah', 'error', 'bagaimana', 'sekarang', 'saya', 'tidak_bisa', 'belanja', 'di', 'shopee']"
parah bolak balik ngincer flash sale ga dapet masa iya blm detik barang sdh habis pc kalo enggk uda sold out msh pajang flash sale ini nipu mas mbak kasi sama org awam yg sdh harap tp mala tipu,"['parah', 'bolak', 'balik', 'ngincer', 'flash', 'sale', 'ga', 'dapet', 'masa', 'iya', 'blm', 'detik', 'barang', 'sdh', 'habis', 'pc', 'kalo', 'enggk', 'uda', 'sold', 'out', 'msh', 'pajang', 'flash', 'sale', 'ini', 'nipu', 'mas', 'mbak', 'kasi', 'sama', 'org', 'awam', 'yg', 'sdh', 'harap', 'tp', 'mala', 'tipu']"
aplikasi nya jadi lelet ngeleg padahal sinyal ok bikin malas belanja,"['aplikasi', 'nya', 'jadi', 'lelet', 'ngeleg', 'padahal', 'sinyal', 'ok', 'bikin', 'malas', 'belanja']"
agak kecewa karna gk bs daftar spaylater pdahal sdah sering transaksi di aplikasi ini,"['agak', 'kecewa', 'karna', 'gk', 'bs', 'daftar', 'spaylater', 'pdahal', 'sdah', 'sering', 'transaksi', 'di', 'aplikasi', 'ini']"
ribet balikin saldo musti pakai verifikasi data segala makanya identitas data kita sering curi disalahgunakan oleh pihak yang tidak tanggung jawab payah bintang only,"['ribet', 'balikin', 'saldo', 'musti', 'pakai', 'verifikasi', 'data', 'segala', 'makanya', 'identitas', 'data', 'kita', 'sering', 'curi', 'disalahgunakan', 'oleh', 'pihak', 'yang', 'tidak_tanggung', 'jawab', 'payah', 'bintang', 'only']"
gak punya rekening bank makanya suka sama shopee karena ada fitur cod dan bisa login via nomer hp saja kemarin sen barang via cod dan jual salah kirim kembali barang dan dana sudah selesai dana kembali ke shopeepay saya coba sen barang lagi dan duar tiba muncul ingat akun blokir permanen bla bla bla di kondisi pandemi seperti ini uang segitu sangat arti buat saya nyesek nyesel kapok,"['tidak_punya', 'rekening', 'bank', 'makanya', 'suka', 'sama', 'shopee', 'karena', 'ada', 'fitur', 'cod', 'dan', 'bisa', 'login', 'via', 'nomer', 'hp', 'saja', 'kemarin', 'sen', 'barang', 'via', 'cod', 'dan', 'jual', 'salah', 'kirim', 'kembali', 'barang', 'dan', 'dana', 'sudah', 'selesai', 'dana', 'kembali', 'ke', 'shopeepay', 'saya', 'coba', 'sen', 'barang', 'lagi', 'dan', 'duar', 'tiba', 'muncul', 'ingat', 'akun', 'blokir', 'permanen', 'bla', 'bla', 'bla', 'di', 'kondisi', 'pandemi', 'seperti', 'ini', 'uang', 'segitu', 'sangat', 'arti', 'buat', 'saya', 'nyesek', 'nyesel', 'kapok']"
sudah pakai shopee sudah lama tapi paylaternya ga di aktif aneh orng yg bru download langsung aktif,"['sudah', 'pakai', 'shopee', 'sudah', 'lama', 'tapi', 'paylaternya', 'ga', 'di', 'aktif', 'aneh', 'orng', 'yg', 'bru', 'download', 'langsung', 'aktif']"
layan buruk mau ganti pin shopeepay aja otp tak kunjung datang datang chat cs nya udh lebih dari kali jawab nya coba lagi besok di coba lagi besok mas otp aja gk bisa ngatasin hari minta kode otp tak kunjung ada di sms mau pun wa padahal aktif semua parahh mending bukalapak gk ribet cs fats respon,"['layan', 'buruk', 'mau', 'ganti', 'pin', 'shopeepay', 'aja', 'otp', 'tidak_kunjung', 'datang', 'datang', 'chat', 'cs', 'nya', 'udh', 'lebih', 'dari', 'kali', 'jawab', 'nya', 'coba', 'lagi', 'besok', 'di', 'coba', 'lagi', 'besok', 'mas', 'otp', 'aja', 'gk', 'bisa', 'ngatasin', 'hari', 'minta', 'kode', 'otp', 'tidak_kunjung', 'ada', 'di', 'sms', 'mau', 'pun', 'wa', 'padahal', 'aktif', 'semua', 'parahh', 'mending', 'bukalapak', 'gk', 'ribet', 'cs', 'fats', 'respon']"
dulu itu potong ongkirnya tapi kok sekarang cuma huh pelit ongkir di      aja gk pelit ongkir,"['dulu', 'itu', 'potong', 'ongkirnya', 'tapi', 'kok', 'sekarang', 'cuma', 'huh', 'pelit', 'ongkir', 'di', '', '', '', '', '', 'aja', 'gk', 'pelit', 'ongkir']"
mbk kenapa ya saya baru daftar shopi tapi nga bisa kirim trus ada tulis cover anda telah di guna,"['mbk', 'kenapa', 'ya', 'saya', 'baru', 'daftar', 'shopi', 'tapi', 'nga', 'bisa', 'kirim', 'trus', 'ada', 'tulis', 'cover', 'anda', 'telah', 'di', 'guna']"
aplikasi sampah buka akun aja gk bisaa bisa sampah banget aplikasi ini sekarang,"['aplikasi', 'sampah', 'buka', 'akun', 'aja', 'gk', 'bisaa', 'bisa', 'sampah', 'banget', 'aplikasi', 'ini', 'sekarang']"
shoope telah baru sangat tidak bgus ya utama jasa kirim nya kita di pilih sendiri tidak ad lgi pilih id express atau jnt,"['shoope', 'telah', 'baru', 'sangat', 'tidak_bgus', 'ya', 'utama', 'jasa', 'kirim', 'nya', 'kita', 'di', 'pilih', 'sendiri', 'tidak_ad', 'lgi', 'pilih', 'id', 'express', 'atau', 'jnt']"
mohon untuk tingkat aman banyak akun yg di hack dan di bobol untuk aman nya mohon tingkat lagi karna banyak jahat atas nama shoppe,"['mohon', 'untuk', 'tingkat', 'aman', 'banyak', 'akun', 'yg', 'di', 'hack', 'dan', 'di', 'bobol', 'untuk', 'aman', 'nya', 'mohon', 'tingkat', 'lagi', 'karna', 'banyak', 'jahat', 'atas', 'nama', 'shoppe']"
jasa kirim ubah shopee makin payah uninstall aja lah,"['jasa', 'kirim', 'ubah', 'shopee', 'makin', 'payah', 'uninstall', 'aja', 'lah']"
fitur emas shopee parah banget jual emas udah minggu dana tahan shopee padahal semua udah verif udah chat cs shopee juga tapi lamban sekalaih sampe sekarang dana ga masuk udah kek scam aja nih aplikasi,"['fitur', 'emas', 'shopee', 'parah', 'banget', 'jual', 'emas', 'udah', 'minggu', 'dana', 'tahan', 'shopee', 'padahal', 'semua', 'udah', 'verif', 'udah', 'chat', 'cs', 'shopee', 'juga', 'tapi', 'lamban', 'sekalaih', 'sampe', 'sekarang', 'dana', 'ga', 'masuk', 'udah', 'kek', 'scam', 'aja', 'nih', 'aplikasi']"
lihat toko bisa cod telah mu di bayar gak bisa cod itu sangat banyak skali di toko yg sya mu beli males mu bayar ke alfa jdinya blanja di toko belah yg semua bisa cod dn jugak di shopee ongkirnya mahal,"['lihat', 'toko', 'bisa', 'cod', 'telah', 'mu', 'di', 'bayar', 'tidak_bisa', 'cod', 'itu', 'sangat', 'banyak', 'skali', 'di', 'toko', 'yg', 'sya', 'mu', 'beli', 'males', 'mu', 'bayar', 'ke', 'alfa', 'jdinya', 'blanja', 'di', 'toko', 'belah', 'yg', 'semua', 'bisa', 'cod', 'dn', 'jugak', 'di', 'shopee', 'ongkirnya', 'mahal']"
makin lot bgt,"['makin', 'lot', 'bgt']"
saya sudah lama guna apl shope sudah sering guna shopee sampai akhir sya tipu banyak jt uang yg tidak sedikit hilang bgtu saja sy sangat kecewa dengan nomor shopee yg tidak bisa di hub kenapa sy tdak bsa telpon cust service shopee kmn sy harus hubung shopee bgaiman cra sy lapor toko sebut,"['saya', 'sudah', 'lama', 'guna', 'apl', 'shope', 'sudah', 'sering', 'guna', 'shopee', 'sampai', 'akhir', 'sya', 'tipu', 'banyak', 'jt', 'uang', 'yg', 'tidak_sedikit', 'hilang', 'bgtu', 'saja', 'sy', 'sangat', 'kecewa', 'dengan', 'nomor', 'shopee', 'yg', 'tidak_bisa', 'di', 'hub', 'kenapa', 'sy', 'tdak', 'bsa', 'telpon', 'cust', 'service', 'shopee', 'kmn', 'sy', 'harus', 'hubung', 'shopee', 'bgaiman', 'cra', 'sy', 'lapor', 'toko', 'sebut']"
